state,city,origin,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,avg5years,pct_change_2018_vs_5yr_average
Massachusetts,Lynn,Vietnam,2,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Lynnfield,Iraq,0,0,7,0,0,0,0,0,0,0,0,
Massachusetts,Malden,Afghanistan,0,1,0,4,0,0,0,0,0,0,0,
Massachusetts,Malden,Central African Republic,0,0,8,0,0,0,0,0,0,0,0,
Massachusetts,Malden,Dem. Rep. Congo,0,0,0,20,0,0,0,0,0,0,0,
Massachusetts,Malden,El Salvador,0,0,0,0,0,0,0,0,0,3,0,
Massachusetts,Malden,Eritrea,1,10,0,1,0,0,0,0,0,0,0,
Massachusetts,Malden,Ethiopia,1,0,3,0,0,0,0,0,0,0,0,
Massachusetts,Medford,El Salvador,0,0,0,0,0,0,0,0,0,2,0,
Massachusetts,Medford,Iraq,3,2,0,4,0,0,0,0,0,0,0,
Massachusetts,Medford,Liberia,0,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Medford,Sudan,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Melrose,Russia,2,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Methuen,Liberia,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Millis,Iran,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Nashua,Russia,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Newton,Iran,3,1,0,0,0,0,0,0,0,0,0,
Massachusetts,Newtonville,Iraq,0,3,0,0,0,0,0,0,0,0,0,
Massachusetts,North Attleboro,Cambodia,6,0,0,0,0,0,0,0,0,0,0,
Massachusetts,North Grafton,Iraq,0,5,0,0,0,0,0,0,0,0,0,
Massachusetts,Northampton,El Salvador,0,0,0,0,0,0,0,0,0,5,0,
Massachusetts,Northborough,Iraq,0,0,3,0,0,0,0,0,0,0,0,
Massachusetts,Peabody,Iraq,1,0,3,0,0,0,0,0,0,0,0,
Massachusetts,Quincy,Russia,0,2,0,0,0,0,0,0,0,0,0,
Massachusetts,Randolph,Vietnam,7,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Rockland,Vietnam,2,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Roxbury,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,10,0,
Massachusetts,Roxbury,Eritrea,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Sharon,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Somerville,Burundi,7,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Somerville,Iraq,1,0,1,0,0,0,0,0,0,0,0,
Massachusetts,South Boston,Jordan,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,South Boston,Morocco,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,South Boston,Sierra Leone,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Springfield,Kyrgyzstan,5,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Springfield,Russia,0,0,0,0,0,0,0,0,0,5,0,
Massachusetts,Springfield,Rwanda,0,0,0,11,0,0,0,0,0,0,0,
Massachusetts,Springfield,Uganda,0,0,0,0,0,0,0,0,0,1,0,
Massachusetts,Springfield,Uzbekistan,0,0,0,0,0,0,0,0,0,1,0,
Massachusetts,Stoughton,Dem. Rep. Congo,0,2,9,0,0,0,0,0,0,0,0,
Massachusetts,Swampscott,Iraq,0,0,0,4,0,0,0,0,0,0,0,
Massachusetts,Swampscott,Russia,2,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Waltham,Guinea,0,0,0,0,0,0,0,0,0,2,0,
Massachusetts,Watertown,Iraq,0,0,6,0,0,0,0,0,0,0,0,
Massachusetts,Watertown,Russia,12,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Wayland,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Webster,Iraq,3,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Bhutan,0,1,9,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Burma,12,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Central African Republic,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Dem. Rep. Congo,1,1,0,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Eritrea,0,1,0,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Iraq,0,0,2,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Somalia,0,0,1,0,0,0,0,0,0,0,0,
Massachusetts,Wellesley,Sudan,0,0,1,1,0,0,0,0,0,0,0,
Massachusetts,West Roxbury,Cuba,0,0,2,0,0,0,0,0,0,0,0,
Massachusetts,West Roxbury,Ukraine,1,0,0,0,0,0,0,0,0,0,0,
Massachusetts,West Springfield,Afghanistan,0,5,0,0,0,0,0,0,0,0,0,
Massachusetts,West Springfield,Kuwait,0,1,0,0,0,0,0,0,0,0,0,
Massachusetts,West Springfield,Lithuania,0,3,0,0,0,0,0,0,0,0,0,
Massachusetts,West Springfield,Uzbekistan,0,0,3,0,0,0,0,0,0,0,0,
Massachusetts,Westfield,Ethiopia,0,0,0,0,0,0,0,0,0,7,0,
Massachusetts,Westfield,Iran,4,0,0,0,0,0,0,0,0,0,0,
Massachusetts,Westfield,Kazakhstan,0,0,0,0,0,0,0,0,0,5,0,
Massachusetts,Weston,Iraq,3,5,0,0,0,0,0,0,0,0,0,
Massachusetts,Westwood,Iran,0,0,2,0,0,0,0,0,0,0,0,
Massachusetts,Winthrop,Iran,0,0,0,1,0,0,0,0,0,0,0,
Massachusetts,Worcester,Belarus,0,0,0,0,0,0,0,0,0,3,0,
Massachusetts,Worcester,Gambia,0,1,0,2,0,0,0,0,0,0,0,
Massachusetts,Worcester,Nepal,0,0,0,1,0,0,0,0,0,1,0,
Massachusetts,Worcester,Pakistan,0,0,0,4,0,0,0,0,0,0,0,
Massachusetts,Worcester,Sierra Leone,0,2,4,0,0,0,0,0,0,0,0,
Massachusetts,Worcester,Vietnam,4,4,4,0,0,0,0,0,0,0,0,
Massachusetts,,Belarus,0,0,0,0,0,0,0,0,0,3,0,
Massachusetts,,Burma,0,0,0,0,0,0,0,0,0,1,0,
Massachusetts,,Sri Lanka (Ceylon),0,0,0,0,0,0,0,0,0,1,0,
Michigan,Ada,Iraq,0,7,0,0,0,0,0,0,0,0,0,
Michigan,Ann Arbor,Russia,0,1,0,0,0,0,0,0,0,0,0,
Michigan,Ann Arbor,Ukraine,0,0,0,0,0,0,0,0,0,7,0,
Michigan,Auburn Hills,Iraq,0,0,0,6,0,0,0,0,0,0,0,
Michigan,Battle Creek,Afghanistan,0,0,0,0,0,0,0,0,0,1,0,
Michigan,Battle Creek,Eritrea,0,4,4,0,0,0,0,0,0,0,0,
Michigan,Battle Creek,Moldova,0,0,0,2,0,0,0,0,0,0,0,
Michigan,Battle Creek,Ukraine,0,0,0,4,0,0,0,0,0,0,0,
Michigan,Birmingham,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Brighton,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Michigan,Brownstown,Iraq,0,5,0,0,0,0,0,0,0,0,0,
Michigan,Dearborn,Afghanistan,0,0,0,0,0,0,0,0,0,22,0,
Michigan,Dearborn Heights,Eritrea,0,1,0,0,0,0,0,0,0,0,0,
Michigan,Dearborn Heights,Sweden,0,0,1,0,0,0,0,0,0,0,0,
Michigan,Decatur,Iraq,5,0,0,0,0,0,0,0,0,0,0,
Michigan,East Lansing,Sudan,0,1,0,0,0,0,0,0,0,0,0,
Michigan,Fair Haven,Iraq,0,0,0,3,0,0,0,0,0,0,0,
Michigan,Farmington,Azerbaijan,3,0,0,0,0,0,0,0,0,0,0,
Michigan,Flushing,Syria,0,4,0,0,0,0,0,0,0,0,0,
Michigan,Grand Rapids,Gambia,5,0,0,0,0,0,0,0,0,0,0,
Michigan,Grand Rapids,Guinea,0,0,0,0,0,0,0,0,0,2,0,
Michigan,Grand Rapids,Kenya,0,0,0,0,0,0,0,0,0,1,0,
Michigan,Grand Rapids,Liberia,0,0,1,0,0,0,0,0,0,0,0,
Michigan,Grand Rapids,Russia,2,0,0,0,0,0,0,0,0,0,0,
Michigan,Grand Rapids,Sierra Leone,5,0,1,0,0,0,0,0,0,0,0,
Michigan,Grand Rapids,Uzbekistan,0,0,0,8,0,0,0,0,0,0,0,
Michigan,Grand Rapids,Vietnam,4,15,0,0,0,0,0,0,0,0,0,
Michigan,Grandville,Iraq,0,9,0,0,0,0,0,0,0,0,0,
Michigan,Grandville,Sudan,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Grosse Pointe,Iraq,5,0,0,0,0,0,0,0,0,0,0,
Michigan,Hamtramck,Iraq,1,0,0,1,0,0,0,0,0,0,0,
Michigan,Hamtramck,Liberia,3,0,0,0,0,0,0,0,0,0,0,
Michigan,Haslett,Iran,0,0,2,3,0,0,0,0,0,0,0,
Michigan,Holland,Afghanistan,0,0,0,0,0,0,0,0,0,4,0,
Michigan,Hudsonville,Liberia,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Jenison,Iraq,2,0,0,1,0,0,0,0,0,0,0,
Michigan,Kalamazoo,Cameroon,0,0,0,0,0,0,0,0,0,1,0,
Michigan,Kalamazoo,Iraq,0,4,1,0,0,0,0,0,0,0,0,
Michigan,Kentwood,Rwanda,3,0,0,0,0,0,0,0,0,0,0,
Michigan,Kingsley,Ukraine,0,2,0,0,0,0,0,0,0,0,0,
Michigan,Lansing,Egypt,0,4,0,0,0,0,0,0,0,0,0,
Michigan,Lansing,Liberia,0,0,0,1,0,0,0,0,0,0,0,
Michigan,Lansing,Saudi Arabia,0,0,0,1,0,0,0,0,0,0,0,
Michigan,Madison Heights,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,3,0,
Michigan,Milford,Iraq,0,1,0,0,0,0,0,0,0,0,0,
Michigan,Monroe,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Michigan,Mount Morris,Eritrea,0,1,0,0,0,0,0,0,0,0,0,
Michigan,Mount Pleasant,Vietnam,0,4,0,0,0,0,0,0,0,0,0,
Michigan,Northville,Iraq,0,4,0,0,0,0,0,0,0,0,0,
Michigan,Oakland,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Okemos,Iran,0,3,0,0,0,0,0,0,0,0,0,
Michigan,Okemos,Iraq,6,0,0,0,0,0,0,0,0,0,0,
Michigan,Orchard Lake,Iraq,0,0,2,0,0,0,0,0,0,0,0,
Michigan,Plainwell,Burma,0,2,0,0,0,0,0,0,0,0,0,
Michigan,Redford,Afghanistan,0,0,0,0,0,0,0,0,0,1,0,
Michigan,Rochester,Laos,0,0,1,0,0,0,0,0,0,0,0,
Michigan,Rochester Hills,Russia,2,0,0,0,0,0,0,0,0,0,0,
Michigan,Rockford,Iraq,2,0,0,0,0,0,0,0,0,0,0,
Michigan,South Lyon,Iraq,7,0,0,0,0,0,0,0,0,0,0,
Michigan,Southfield,Afghanistan,0,0,2,0,0,0,0,0,0,0,0,
Michigan,Spring Lake,Bhutan,5,0,0,0,0,0,0,0,0,0,0,
Michigan,Sterling Heights,Eritrea,0,2,0,0,0,0,0,0,0,0,0,
Michigan,Swartz Creek,Iraq,0,6,0,0,0,0,0,0,0,0,0,
Michigan,Temperance,Iraq,7,0,0,0,0,0,0,0,0,0,0,
Michigan,Traverse City,Nigeria,0,0,0,0,0,0,0,0,0,1,0,
Michigan,Trenton,Iraq,1,0,2,0,0,0,0,0,0,0,0,
Michigan,Troy,Ethiopia,0,0,0,1,0,0,0,0,0,0,0,
Michigan,Troy,Ukraine,0,0,0,0,0,0,0,0,0,5,0,
Michigan,Wallace,Moldova,0,2,0,0,0,0,0,0,0,0,0,
Michigan,Warren,Iran,2,0,0,1,0,0,0,0,0,0,0,
Michigan,Warren,Moldova,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Waterford Township,Vietnam,0,1,0,0,0,0,0,0,0,0,0,
Michigan,West Bloomfield Township,Uzbekistan,0,2,0,0,0,0,0,0,0,0,0,
Michigan,Wheeler,Iraq,3,0,0,0,0,0,0,0,0,0,0,
Michigan,White Lake,Iraq,5,0,0,0,0,0,0,0,0,0,0,
Michigan,Willis,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Wyoming,Sudan,1,0,0,0,0,0,0,0,0,0,0,
Michigan,Wyoming,Vietnam,3,0,0,0,0,0,0,0,0,0,0,
Michigan,Ypsilanti,Eritrea,1,0,3,0,0,0,0,0,0,0,0,
Minnesota,Alexandria,Vietnam,3,0,0,0,0,0,0,0,0,0,0,
Minnesota,Anoka,Belarus,6,0,0,2,0,0,0,0,0,0,0,
Minnesota,Anoka,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Minnesota,Anoka,Somalia,0,0,0,2,0,0,0,0,0,0,0,
Minnesota,Anoka,Ukraine,0,0,0,1,0,0,0,0,0,0,0,
Minnesota,Apple Valley,Somalia,0,1,0,0,0,0,0,0,0,0,0,
Minnesota,Blaine,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,1,0,
Minnesota,Blaine,Eritrea,0,0,0,0,0,0,0,0,0,10,0,
Minnesota,Blaine,Russia,9,0,0,0,0,0,0,0,0,1,0,
Minnesota,Bloomington,Russia,0,6,4,0,0,0,0,0,0,1,0,
Minnesota,Brooklyn Park,Afghanistan,0,0,1,0,0,0,0,0,0,0,0,
Minnesota,Brooklyn Park,Laos,0,10,6,0,0,0,0,0,0,0,0,
Minnesota,Brooklyn Park,Moldova,4,0,0,1,0,0,0,0,0,0,0,
Minnesota,Brooklyn Park,Russia,0,0,0,0,0,0,0,0,0,4,0,
Minnesota,Burnsville,Belarus,3,2,0,0,0,0,0,0,0,0,0,
Minnesota,Chaska,Iran,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Chaska,Ukraine,0,0,0,0,0,0,0,0,0,7,0,
Minnesota,Columbia Heights,Iraq,7,0,6,1,0,0,0,0,0,0,0,
Minnesota,Coon Rapids,Belarus,11,0,7,0,0,0,0,0,0,0,0,
Minnesota,Coon Rapids,Laos,0,0,8,0,0,0,0,0,0,0,0,
Minnesota,Coon Rapids,Russia,0,0,4,0,0,0,0,0,0,7,0,
Minnesota,Cottage Grove,Eritrea,0,0,0,1,0,0,0,0,0,0,0,
Minnesota,Eagan,Kazakhstan,0,0,0,0,0,0,0,0,0,2,0,
Minnesota,Eagan,Russia,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Eden Prairie,Bhutan,0,4,0,0,0,0,0,0,0,0,0,
Minnesota,Elk River,Burma,0,0,0,3,0,0,0,0,0,0,0,
Minnesota,Elk River,Moldova,4,0,0,0,0,0,0,0,0,0,0,
Minnesota,Elk River,Russia,0,0,1,0,0,0,0,0,0,0,0,
Minnesota,Excelsior,Djibouti,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Falcon Heights,Eritrea,3,0,0,0,0,0,0,0,0,0,0,
Minnesota,Farmington,Kyrgyzstan,3,0,0,0,0,0,0,0,0,0,0,
Minnesota,Fergus Falls,Iraq,3,0,0,0,0,0,0,0,0,0,0,
Minnesota,Forest Lake,Laos,0,0,9,0,0,0,0,0,0,0,0,
Minnesota,Fridley,Liberia,1,0,0,0,0,0,0,0,0,0,0,
Minnesota,Fulda,Burma,1,0,0,0,0,0,0,0,0,0,0,
Minnesota,Golden Valley,Iraq,0,1,1,0,0,0,0,0,0,0,0,
Minnesota,Golden Valley,Moldova,0,6,0,0,0,0,0,0,0,0,0,
Minnesota,Granite Falls,Laos,0,0,7,0,0,0,0,0,0,0,0,
Minnesota,Hilltop,Iraq,0,0,0,2,0,0,0,0,0,0,0,
Minnesota,Hopkins,Djibouti,1,0,0,0,0,0,0,0,0,0,0,
Minnesota,Lakeville,Russia,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Lauderdale,Bhutan,0,3,2,3,0,0,0,0,0,0,0,
Minnesota,Long Lake,Moldova,0,1,0,0,0,0,0,0,0,0,0,
Minnesota,Maple Grove,Moldova,0,0,3,0,0,0,0,0,0,0,0,
Minnesota,Maplewood,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,5,0,
Minnesota,Mendota Heights,Somalia,0,1,0,0,0,0,0,0,0,0,0,
Minnesota,Minneapolis,Burundi,0,0,3,0,0,0,0,0,0,0,0,
Minnesota,Minneapolis,Kuwait,0,0,0,0,0,0,0,0,0,1,0,
Minnesota,Minneapolis,Laos,0,2,10,0,0,0,0,0,0,0,0,
Minnesota,Minneapolis,Rwanda,0,4,0,0,0,0,0,0,0,0,0,
Minnesota,Minneapolis,Yemen,0,0,0,0,0,0,0,0,0,2,0,
Minnesota,New Hope,Liberia,3,0,2,0,0,0,0,0,0,0,0,
Minnesota,Norcross,Somalia,0,1,0,0,0,0,0,0,0,0,0,
Minnesota,North Brooklyn Park,Liberia,0,0,1,0,0,0,0,0,0,0,0,
Minnesota,Northfield,Ukraine,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Oak Grove,Ukraine,0,0,1,0,0,0,0,0,0,0,0,
Minnesota,Oakdale,Ethiopia,0,0,3,0,0,0,0,0,0,0,0,
Minnesota,Pelican Rapids,Iran,0,0,3,7,0,0,0,0,0,0,0,
Minnesota,Plymouth,Ethiopia,0,0,3,0,0,0,0,0,0,0,0,
Minnesota,Plymouth,Laos,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Plymouth,Moldova,0,0,1,0,0,0,0,0,0,0,0,
Minnesota,Prior Lake,Kazakhstan,1,0,0,0,0,0,0,0,0,3,0,
Minnesota,Prior Lake,Kyrgyzstan,0,2,0,0,0,0,0,0,0,0,0,
Minnesota,Prior Lake,Sudan,0,5,0,0,0,0,0,0,0,0,0,
Minnesota,Prior Lake,Uzbekistan,0,0,6,0,0,0,0,0,0,0,0,
Minnesota,Ramsey,Sudan,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,Richfield,Eritrea,0,0,0,0,0,0,0,0,0,1,0,
Minnesota,Richfield,Iraq,0,0,1,0,0,0,0,0,0,0,0,
Minnesota,Rochester,Iran,3,0,0,0,0,0,0,0,0,0,0,
Minnesota,Rochester,Liberia,0,0,0,3,0,0,0,0,0,0,0,
Minnesota,Rochester,Palestine,0,6,0,0,0,0,0,0,0,0,0,
Minnesota,Rogers,Belarus,0,0,0,4,0,0,0,0,0,0,0,
Minnesota,Roseville,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,3,0,
Minnesota,Roseville,Laos,0,0,2,0,0,0,0,0,0,0,0,
Minnesota,Saint Louis Park,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,8,0,
Minnesota,Saint Louis Park,Moldova,4,0,0,0,0,0,0,0,0,0,0,
Minnesota,Savage,Belarus,5,0,0,0,0,0,0,0,0,0,0,
Minnesota,Savage,Kyrgyzstan,4,0,0,0,0,0,0,0,0,0,0,
Minnesota,Shakopee,Kyrgyzstan,5,0,0,0,0,0,0,0,0,0,0,
Minnesota,Shoreview,Iran,1,0,0,0,0,0,0,0,0,0,0,
Minnesota,St. Paul,Cuba,0,5,0,0,0,0,0,0,0,0,0,
Minnesota,St. Paul,Laos,3,0,27,8,0,0,0,0,0,0,0,
Minnesota,St. Paul,Liberia,1,9,0,0,0,0,0,0,0,0,0,
Minnesota,St. Paul,Russia,2,0,0,0,0,0,0,0,0,0,0,
Minnesota,St. Paul,Senegal,0,0,0,0,0,0,0,0,0,1,0,
Minnesota,Waseca,Somalia,0,0,6,0,0,0,0,0,0,0,0,
Minnesota,Woodbury,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,10,0,
Minnesota,Woodbury,Iraq,0,0,0,0,0,0,0,0,0,1,0,
Minnesota,Worthington,El Salvador,0,0,0,0,0,0,0,0,0,4,0,
Minnesota,Worthington,Eritrea,0,0,0,3,0,0,0,0,0,0,0,
Minnesota,Worthington,Guatemala,0,0,0,0,0,0,0,0,0,1,0,
Minnesota,,Ukraine,0,0,0,0,0,0,0,0,0,2,0,
Mississippi,Greenville,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Mississippi,Hattiesburg,Iraq,3,0,0,0,0,0,0,0,0,0,0,
Mississippi,Hattiesburg,Vietnam,3,0,0,0,0,0,0,0,0,0,0,
Mississippi,Jackson,Somalia,1,0,1,1,0,0,0,0,0,0,0,
Mississippi,Jackson,Sudan,1,0,0,0,0,0,0,0,0,0,0,
Mississippi,Laurel,Burma,0,0,0,2,0,0,0,0,0,0,0,
Mississippi,Louisville,Afghanistan,8,0,0,0,0,0,0,0,0,0,0,
Mississippi,Madison,Iraq,1,2,0,0,0,0,0,0,0,0,0,
Mississippi,Pascagoula,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Missouri,Ballwin,Burma,0,0,0,1,0,0,0,0,0,0,0,
Missouri,Ballwin,Iran,0,0,2,2,0,0,0,0,0,0,0,
Missouri,Ballwin,Uzbekistan,0,0,2,0,0,0,0,0,0,0,0,
Missouri,Bolivar,Ukraine,0,0,0,0,0,0,0,0,0,6,0,
Missouri,Brentwood,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Missouri,Carbondale,Iraq,1,0,0,0,0,0,0,0,0,0,0,
Missouri,Carterville,Iraq,4,0,0,0,0,0,0,0,0,0,0,
Missouri,Chesterfield,Eritrea,0,1,0,0,0,0,0,0,0,0,0,
Missouri,Columbia,Vietnam,9,11,0,0,0,0,0,0,0,0,0,
Missouri,Dexter,Cuba,0,3,0,0,0,0,0,0,0,0,0,
Missouri,Ferguson,Cuba,0,0,0,2,0,0,0,0,0,0,0,
Missouri,Florissant,Iran,0,0,1,0,0,0,0,0,0,0,0,
Missouri,Independence,Cuba,4,0,4,0,0,0,0,0,0,0,0,
Missouri,Jefferson City,Afghanistan,0,0,0,4,0,0,0,0,0,0,0,
Missouri,Jefferson City,Burma,12,17,2,0,0,0,0,0,0,0,0,
Missouri,Jefferson City,Cuba,2,0,0,0,0,0,0,0,0,0,0,
Missouri,Jefferson City,Eritrea,0,9,0,0,0,0,0,0,0,0,0,
Missouri,Jefferson City,Iraq,11,6,0,0,0,0,0,0,0,0,0,
Missouri,Jefferson City,Rwanda,3,0,0,0,0,0,0,0,0,0,0,
Missouri,Jefferson City,Somalia,0,0,6,0,0,0,0,0,0,0,0,
Missouri,Kansas City,Congo,0,0,0,0,0,0,0,0,0,1,0,
Missouri,Kansas City,Egypt,0,3,0,0,0,0,0,0,0,0,0,
Missouri,Kansas City,Liberia,0,0,1,0,0,0,0,0,0,0,0,
Missouri,Kansas City,Mauritania,7,5,0,0,0,0,0,0,0,0,0,
Missouri,Kansas City,Sierra Leone,1,0,0,0,0,0,0,0,0,0,0,
Missouri,Manchester,Burma,0,3,0,0,0,0,0,0,0,0,0,
Missouri,Maryland Heights,Iran,1,2,0,0,0,0,0,0,0,0,0,
Missouri,North Kansas City,Iraq,0,8,0,0,0,0,0,0,0,0,0,
Missouri,Raytown,Iran,1,0,0,0,0,0,0,0,0,0,0,
Missouri,Republic,Ukraine,0,0,0,0,0,0,0,0,0,6,0,
Missouri,Saint Joseph,Liberia,0,0,0,1,0,0,0,0,0,0,0,
Missouri,Saint Peters,Iraq,2,1,0,0,0,0,0,0,0,0,0,
Missouri,St. Louis,Burundi,8,10,2,0,0,0,0,0,0,4,0,
Missouri,St. Louis,Kyrgyzstan,0,0,5,0,0,0,0,0,0,0,0,
Missouri,St. Louis,Sierra Leone,0,7,3,0,0,0,0,0,0,0,0,
Missouri,St. Louis,Uzbekistan,0,10,4,0,0,0,0,0,0,0,0,
Missouri,St. Louis,Vietnam,11,0,4,0,0,0,0,0,0,5,0,
Missouri,St. Louis,Yemen,0,2,0,0,0,0,0,0,0,0,0,
Missouri,,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,1,0,
Montana,Billings,Iraq,7,0,0,0,0,0,0,0,0,0,0,
Montana,Helena,Iraq,0,0,0,1,0,0,0,0,0,0,0,
Nebraska,Bellevue,Bhutan,5,0,0,0,0,0,0,0,0,0,0,
Nebraska,Bellevue,Sudan,0,1,0,0,0,0,0,0,0,0,0,
Nebraska,Blair,Burma,0,0,6,0,0,0,0,0,0,0,0,
Nebraska,Crete,Vietnam,4,0,0,0,0,0,0,0,0,0,0,
Nebraska,Lincoln,Bhutan,0,0,2,4,0,0,0,0,0,0,0,
Nebraska,Lincoln,Burundi,1,0,0,0,0,0,0,0,0,0,0,
Nebraska,Lincoln,Liberia,6,0,0,0,0,0,0,0,0,0,0,
Nebraska,Lincoln,Nepal,0,0,1,0,0,0,0,0,0,0,0,
Nebraska,Lincoln,Thailand,0,3,0,0,0,0,0,0,0,0,0,
Nebraska,Lincoln,Vietnam,43,27,4,0,0,0,0,0,0,0,0,
Nebraska,Lincoln,Zimbabwe,0,0,2,0,0,0,0,0,0,0,0,
Nebraska,Omaha,Cuba,0,2,0,3,0,0,0,0,0,0,0,
Nebraska,Omaha,Liberia,0,0,2,0,0,0,0,0,0,0,0,
Nebraska,Schuyler,Cuba,0,0,3,0,0,0,0,0,0,0,0,
Nebraska,Scottsbluff,Cuba,2,3,0,0,0,0,0,0,0,0,0,
Nebraska,South Sioux City,Iraq,0,0,3,0,0,0,0,0,0,0,0,
Nebraska,South Sioux City,Vietnam,3,1,0,0,0,0,0,0,0,0,0,
Nevada,Enterprise,Iraq,0,4,0,0,0,0,0,0,0,0,0,
Nevada,Henderson,Eritrea,0,0,2,1,0,0,0,0,0,0,0,
Nevada,Las Vegas,Niger,0,0,0,0,0,0,0,0,0,1,0,
Nevada,Las Vegas,Palestine,0,0,5,0,0,0,0,0,0,0,0,
Nevada,Las Vegas,Togo,0,0,0,4,0,0,0,0,0,0,0,
Nevada,Las Vegas,Vietnam,0,5,0,0,0,0,0,0,0,0,0,
Nevada,North Las Vegas,Uganda,0,0,0,0,0,0,0,0,0,1,0,
Nevada,Reno,Iraq,4,4,0,0,0,0,0,0,0,0,0,
Nevada,Sunrise Manor,Cuba,0,12,0,0,0,0,0,0,0,0,0,
Nevada,Winchester,Somalia,0,2,0,0,0,0,0,0,0,0,0,
New Hampshire,Concord,Burkina Faso (UVolta),0,1,0,0,0,0,0,0,0,0,0,
New Hampshire,Concord,Cameroon,0,4,0,0,0,0,0,0,0,0,0,
New Hampshire,Concord,Ethiopia,2,0,0,0,0,0,0,0,0,0,0,
New Hampshire,Concord,Liberia,7,0,0,0,0,0,0,0,0,0,0,
New Hampshire,Kingston,Iraq,2,0,0,0,0,0,0,0,0,0,0,
New Hampshire,Laconia,Bhutan,22,13,0,0,0,0,0,0,0,0,0,
New Hampshire,Manchester,Iran,0,1,0,0,0,0,0,0,0,0,0,
New Hampshire,Manchester,Nepal,0,0,0,0,0,0,0,0,0,1,0,
New Hampshire,Manchester,Vietnam,8,0,0,0,0,0,0,0,0,0,0,
New Jersey,Atlantic City,Cuba,0,2,0,3,0,0,0,0,0,0,0,
New Jersey,Atlantic City,Dem. Rep. Congo,0,11,0,0,0,0,0,0,0,0,0,
New Jersey,Atlantic City,Iraq,0,4,0,0,0,0,0,0,0,0,0,
New Jersey,Atlantic City,Liberia,1,0,0,0,0,0,0,0,0,0,0,
New Jersey,Atlantic City,Vietnam,5,0,5,0,0,0,0,0,0,0,0,
New Jersey,Barrington,Burma,0,0,5,0,0,0,0,0,0,0,0,
New Jersey,Berlin,Iraq,0,0,0,6,0,0,0,0,0,0,0,
New Jersey,Bogota,Cuba,2,4,0,0,0,0,0,0,0,0,0,
New Jersey,Bridgewater,Iraq,0,2,0,0,0,0,0,0,0,0,0,
New Jersey,Brigantine,Iran,0,2,0,0,0,0,0,0,0,0,0,
New Jersey,Camden,Bhutan,0,9,8,7,0,0,0,0,0,0,0,
New Jersey,Camden,Colombia,0,0,0,0,0,0,0,0,0,2,0,
